"entrezgene","length"
330177,4801
330188,2764
330189,1860
330192,2512
330216,1087
330217,3300
330222,9313
330228,2158
330260,3100
330267,11000
330277,1849
330286,15976
330301,2829
330305,964
330319,4204
330323,4849
330355,13462
330361,4856
330369,6562
330379,753
330385,5346
330390,826
330401,6517
330406,3081
330409,9213
330428,2875
330440,1547
330450,5200
330460,3418
330463,5030
330470,822
330474,6113
330483,1635
330485,2298
330490,4189
330496,582
330502,3899
330503,2955
330513,3047
330544,3708
330554,5550
330577,5167
330581,2553
330627,10199
330657,2531
330660,3679
330662,9014
330671,4837
330677,2106
330695,1226
330721,3518
330723,2181
330788,5764
330790,3576
330812,11821
330814,8408
330817,1691
330820,1023
330830,3097
330836,7245
330863,8808
330890,5351
330908,10107
330914,10972
330921,3653
330938,8797
330941,5617
330953,3798
330959,761
330962,488
330998,2538
331000,1117
331004,3492
331026,2019
331046,2767
331063,2312
331188,8134
331195,5544
331360,1277
331374,7156
331392,1972
331401,9386
331416,951
331424,1817
331461,2948
331474,9096
331480,2177
331487,1112
331491,3658
331493,2150
331524,2874
331529,7926
331532,1016
331535,3261
331537,1509
331547,6146
331623,6049
332110,3551
332131,3554
332175,2627
332221,5348
332309,1120
332359,4091
332396,3032
332397,3928
332427,2564
332578,1106
332579,1611
332713,1381
332923,1452
332934,1505
332937,2117
332942,2317
332993,603
333048,1827
333050,7092
333088,7595
333182,887
333193,3873
333307,2504
333315,6626
333329,8196
333424,2757
333433,4873
333452,432
333467,925
333473,2613
333564,4812
333588,414
333605,8851
333639,4276
333654,3207
333669,3242
333715,1147
333789,5857
333883,1347
337924,1962
338320,1628
338337,4222
338346,2297
338348,4129
338349,7658
338350,5340
338351,6153
338352,3331
338354,7089
338355,10002
338359,2575
338360,3854
338362,4629
338363,5352
338364,3541
338365,4386
338366,7997
338367,6579
338368,2926
338369,1267
338370,12185
338371,5449
338372,12044
338374,582
338375,1887
338403,3019
338417,437
338467,4275
338521,3206
338523,9710
347708,2400
347710,3463
347711,1567
347712,1860
347722,9675
347740,4917
353025,3503
353047,5128
353130,1507
353148,960
353155,837
353156,1750
353165,984
353166,993
353167,1002
353169,3762
353170,6958
353172,2390
353187,5598
353188,3006
353190,3342
353204,2052
353208,1779
353211,14157
353234,7651
353235,5245
353236,5299
353237,5425
353242,1213
353258,1768
353282,9436
353283,1077
353287,3044
353310,3305
353320,352
353325,933
353326,11592
353328,8435
353342,4725
353344,1824
353346,3433
353371,1753
353373,108
353374,62
353499,2996
353502,1243
353504,1660
360013,10678
360198,534
360211,246
360212,192
360213,3466
360214,252
360216,4145
360217,249
360220,1159
368202,949
368203,1117
368204,1950
373852,5617
373864,12039
378425,6500
378430,1439
378431,4457
378435,1080
378460,3101
378462,645
378472,345
378700,1821
378702,3029
378937,1904
378954,1276
379043,1552
380601,9322
380608,2358
380614,7942
380629,4049
380660,4545
380664,4809
380669,9138
380674,3926
380683,4015
380684,3992
380686,2391
380694,2672
380698,28185
380701,2377
380702,7487
380705,1941
380709,2276
380711,6939
380712,1287
380713,2884
380714,2270
380718,4711
380728,3784
380730,4576
380732,2544
380752,1692
380753,10671
380755,1349
380768,4399
380773,1047
380780,1544
380785,2712
380787,657
380836,2035
380839,1599
380840,1515
380842,1363
380845,649
380855,2155
380863,1155
380878,885
380882,3152
380907,626
380912,4648
380916,7670
380918,905
380920,1354
380921,6164
380924,1640
380928,10104
380959,6777
380967,2006
380969,4854
380993,4785
380994,9355
380997,1624
381022,19805
381038,1330
381045,1225
381058,3383
381059,4372
381062,4186
381066,2597
381067,4576
381072,5235
381073,606
381077,1651
381085,3701
381091,3380
381101,1106
381107,3419
381110,3530
381112,3451
381113,2931
381122,2605
381126,7796
381142,2247
381157,10948
381175,1650
381199,3945
381201,3319
381203,1897
381204,2238
381217,2548
381218,3098
381229,3345
381232,8389
381236,2789
381246,1926
381259,2100
381260,3595
381269,2493
381270,4187
381280,8439
381286,1659
381287,6066
381290,7013
381293,9030
381305,11011
381306,3534
381308,2361
381310,4695
381314,7059
381318,3296
381319,1222
381334,2846
381337,2664
381338,5077
381339,1096
381347,4039
381350,1651
381352,3990
381353,4684
381356,4656
381359,2471
381371,641
381373,2813
381375,1219
381379,2059
381393,2682
381399,2282
381404,2542
381405,3451
381406,1868
381409,2891
381410,4025
381411,2550
381413,3911
381417,3740
381418,1030
381438,1432
381457,1628
381463,3188
381476,2818
381484,913
381485,1787
381489,2277
381493,741
381510,2984
381511,4333
381522,5706
381524,2277
381530,911
381531,755
381534,1517
381536,847
381538,5167
381544,2368
381546,2931
381549,2460
381560,4238
381569,2030
381570,1929
381572,1406
381580,2084
381582,1378
381590,1828
381591,2942
381598,12439
381605,4305
381622,2947
381626,10694
381628,3099
381629,983
381633,1059
381644,5313
381650,4698
381651,759
381654,2719
381667,789
381668,4949
381677,2588
381678,2218
381680,3387
381686,2311
381693,3523
381694,4794
381695,11509
381707,704
381714,1155
381716,1118
381724,4782
381738,2486
381741,2178
381759,2886
381760,3140
381798,3395
381801,3712
381802,1774
381806,1350
381809,1044
381810,1515
381812,1094
381813,1981
381816,1566
381819,1432
381820,2508
381823,3284
381827,5781
381832,1284
381833,1621
381835,3152
381836,1139
381838,2841
381845,3239
381853,2337
381868,2648
381886,905
381903,2001
381921,7124
381924,4507
381925,1178
381933,1507
381936,4743
381944,2838
381970,512
381974,1821
381979,3356
381983,5248
381990,3338
382000,500
382007,2405
382010,1399
382014,5309
382018,10914
382019,5651
382030,3875
382034,6953
382035,1325
382038,6439
382044,1965
382045,3290
382051,3498
382053,2049
382056,5674
382059,419
382062,1444
382064,2816
382066,5250
382073,3497
382074,1666
382075,1306
382077,4313
382083,2555
382088,735
382089,502
382090,5295
382097,1337
382105,1495
382106,1488
382109,1824
382111,3874
382113,2198
382117,3039
382118,3336
382137,3266
382156,1824
382206,604
382207,3349
382209,1048
382217,1564
382221,2148
382233,890
382236,7286
382239,1596
382243,1803
382244,2026
382245,2753
382252,3366
382253,3438
382275,824
382277,890
382282,935
382301,2751
382348,1035
382384,1248
382406,2885
382421,558
382423,3599
382427,2719
382450,3785
382492,466
382522,465
382543,2231
382551,738
382562,5213
382571,4789
382620,7179
382639,5032
382793,6275
382864,2835
382867,4301
382913,2229
382985,4512
383075,2110
383103,3301
383243,927
383258,2562
383295,2996
383348,1631
383491,2593
383548,1632
383563,1960
383619,2537
383678,732
383709,1966
383766,639
383787,4861
384009,2019
384059,3174
384061,2702
384071,3287
384077,2147
384185,401
384198,1699
384214,1258
384219,2586
384220,2553
384221,2550
384244,651
384281,1777
384309,5859
384452,1602
384522,933
384534,2559
384569,8372
384572,930
384619,2210
384639,1554
384695,924
384696,924
384701,1638
384703,939
384724,1512
384732,948
384763,3820
384775,1062
384783,4012
384806,2589
384813,2211
384814,2564
384864,1109
384997,2428
385138,899
385263,2120
385312,877
385317,550
385328,510
385343,882
385354,4647
385377,2287
385380,1420
385493,3000
385605,1201
385643,3017
385658,6436
385668,7930
385674,5942
386454,1446
386463,2678
386551,2672
386611,1308
386612,1688
386649,1348
386655,1288
386750,3988
386753,2995
387131,918
387132,929
387133,89
387134,93
387135,96
387136,2096
387139,107
387140,92
387141,95
387142,68
387143,785
387144,68
387145,73
387147,70
387149,64
387150,1014
387151,68
387152,71
387153,2802
387154,62
387155,73
387156,99
387157,68
387158,70
387159,72
387160,330
387161,63
387163,70
387164,65
387165,79
387166,99
387167,66
387168,65
387170,73
387171,69
387172,66
387173,1319
387174,84
387175,64
387176,76
387177,75
387178,70
387179,69
387180,65
387181,71
387182,61
387183,68
387185,67
387187,89
387188,66
387189,67
387190,94
387191,102
387194,70
387195,84
387197,66
387198,983
387199,76
387200,68
387201,1807
387203,79
387204,83
387206,110
387207,106
387208,91
387211,499
387212,72
387213,108
387216,75
387217,74
387218,90
387219,85
387220,87
387221,73
387222,88
387223,71
387224,88
387225,71
387226,96
387227,89
387228,82
387229,65
387230,70
387231,66
387233,85
387235,68
387236,3068
387237,73
387239,110
387242,90
387243,70
387244,94
387245,85
387246,94
387247,103
387248,93
387249,88
387251,85
387252,89
387253,83
387285,4501
387314,8639
387334,373
387339,1044
387340,909
387341,927
387342,927
387343,951
387344,1002
387345,930
387346,930
387347,900
387348,888
387349,918
387351,930
387352,936
387353,927
387354,963
387355,939
387356,933
387510,820
387511,897
387512,966
387513,996
387514,882
387515,960
387524,2610
387564,550
387565,687
387586,602
387609,4374
387616,939
393082,3579
394252,1164
394430,3242
394432,3294
394433,3208
394434,3216
394436,3229
396184,5861
399101,437
399510,6506
399548,4244
399549,1405
399558,7097
399566,2405
399568,2876
399591,900
399599,3163
399603,5563
399673,1093
399674,1098
399675,1113
399676,1023
402728,1731
402773,10906
403088,3110
403171,528
403172,426
403174,2793
403175,3459
403178,3981
403180,1819
403183,3181
403185,3876
403187,2260
403200,598
403202,2318
403205,819
403395,591
404194,2080
404195,1772
404222,924
404238,939
404239,969
404240,1123
404242,1180
404284,933
404285,963
404286,972
404288,1157
404289,1088
404290,1932
404291,942
404308,966
404309,924
404310,927
404311,918
404314,960
404315,1016
404316,942
404317,939
404318,948
404319,1132
404321,939
404322,927
404323,942
404324,927
404325,948
404326,942
404327,981
404328,996
404329,939
404330,927
404331,945
404335,981
404336,936
404337,936
404339,948
404346,984
404473,990
404545,3217
404549,570
404634,1910
404710,7079
406175,915
406176,1083
406186,918
406217,1368
406218,5160
406219,2338
406220,1719
406221,1320
406222,1804
406223,1659
407243,2012
407785,711
407786,2785
407788,3031
407789,2260
407790,962
407795,1480
407800,6367
407812,3909
407814,2043
407819,1194
407821,10877
407823,9429
407824,2188
407831,1779
408022,3946
408028,3427
408057,4679
408058,581
408059,1980
408062,3861
408064,840
408065,4079
408067,3772
408068,4813
408190,1074
408191,3748
408192,1437
408193,873
408196,294
408198,258
414066,6535
414067,5086
414068,3703
414072,4197
414077,1049
414081,3631
414084,4131
414085,2546
414089,2017
414093,1869
414101,6860
414102,2346
414108,2640
414115,1734
414121,3988
414125,1832
414801,7363
414872,11712
415115,1156
431706,2116
432442,4724
432450,4032
432466,1550
432467,3343
432478,3987
432479,1134
432486,5436
432508,9508
432516,3791
432530,12638
432536,1077
432552,2185
432555,2971
432572,8858
432576,531
432582,4002
432589,1681
432602,935
432611,5708
432613,1932
432628,4503
432649,1451
432677,3608
432720,1242
432731,4144
432735,939
432736,939
432763,1360
432769,4122
432779,2746
432812,1622
432825,1004
432838,1903
432839,1601
432855,2487
432867,445
432870,2156
432879,2982
432939,2882
432940,1489
432985,402
432986,717
432987,2960
433004,1119
433016,413
433022,7337
433023,628
433031,921
433070,2343
433091,4483
433099,1068
433100,3867
433102,506
433107,660
433178,566
433180,587
433181,746
433182,5711
433215,537
433224,1755
433247,1906
433256,3151
433273,1245
433278,844
433287,3016
433292,1001
433294,4350
433315,1432
433323,3998
433365,2527
433375,2279
433386,2055
433408,1385
433416,629
433424,1385
433449,945
433466,3449
433470,859
433485,2055
433486,5344
433490,388
433492,2046
433502,807
433520,3712
433586,6649
433597,1303
433619,2729
433632,891
433638,1066
433667,2654
433693,1719
433700,1635
433702,3717
433719,1323
433746,2308
433752,1899
433759,1971
433766,3239
433771,2799
433779,2072
433791,4015
433804,2827
433809,3403
433813,2058
433855,7822
433864,3542
433899,1071
433904,2201
433926,2841
433931,3846
433938,6128
433940,2693
433956,3701
433966,1740
434008,3092
434016,936
434017,912
434064,1636
434065,1247
434110,2586
434113,2586
434117,2586
434121,964
434128,2397
434130,2058
434156,2424
434171,3441
434172,3033
434174,1281
434179,3145
434197,2819
434203,2846
434204,3482
434215,3816
434232,3788
434234,2348
434246,2472
434264,1046
434280,5067
434285,1750
434310,2395
434325,1539
434341,7057
434377,4732
434396,2342
434402,628
434423,639
434436,1143
434437,1325
434438,2866
434439,687
434440,1481
434446,3593
434459,1581
434484,2416
434510,931
434540,1419
434555,2257
434632,2950
434674,2004
434689,2984
434701,2571
434725,1960
434726,842
434727,848
434729,733
434756,1792
434758,1221
434759,903
434760,795
434764,779
434766,800
434768,1206
434769,760
434778,1536
434784,1335
434794,1191
434797,2861
434800,703
434858,4476
434864,2939
434865,3661
434866,3715
434869,1998
434881,893
434903,2401
434935,2412
434960,2240
435206,1077
435207,1077
435273,877
435285,951
435286,1077
435337,1841
435350,1494
435376,1176
435391,1103
435518,2342
435528,873
435529,3283
435626,2420
435653,1284
435684,1925
435755,1040
435766,3403
435791,549
435802,1527
435804,1008
435811,1828
435815,1224
435818,1578
435845,1615
435864,2547
435916,2550
435946,924
435947,918
435951,918
435953,918
435965,4234
435975,2580
436002,951
436003,559
436022,2189
436049,328
436062,1297
436090,1981
436135,924
436230,3226
436240,3208
436332,1977
436440,960
436493,2610
436522,890
436523,824
436583,908
442801,6494
442827,4105
442829,2030
442834,8311
442835,625
445007,2159
445267,1339
446099,3382
446101,2631
448850,1156
448987,4616
449000,1503
449521,2674
449630,148
449631,145
450219,1477
474145,776
474156,5050
474332,7928
493809,1032
494124,549
494448,8233
494468,5146
494504,3724
494519,520
494546,1109
497071,614
497097,9499
497106,438
497113,579
497210,814
497652,5301
503491,419
503550,838
503556,970
503558,1047
503610,2975
503692,528
503844,708
503845,471
504186,2513
504193,4873
50490,8136
50492,2585
50493,4257
50496,4080
50497,7455
50498,1171
50500,3157
50501,2043
50505,8695
50518,2709
50523,7206
50524,5244
50525,4002
50527,4418
50528,7717
50529,1324
50530,1410
50540,1352
50701,920
50702,1732
50706,3295
50708,1561
50709,1931
50720,9956
50721,2699
50722,903
50723,4065
50724,1549
50753,5360
50754,4751
50755,5995
50757,1497
50758,18126
50759,1684
50760,2652
50762,2574
50764,2538
50765,3568
50766,5995
50767,5451
50768,8462
50769,5853
50770,8532
50771,7447
50772,6163
50773,804
50774,693
50775,1002
50776,2830
50778,1911
50779,2690
50780,8842
50781,3622
50782,4907
50783,942
50784,2130
50785,3719
50786,8431
50787,1784
50788,2103
50789,4698
50790,5934
50791,8761
50793,7087
50794,6597
50795,1321
50796,2650
50797,3043
50798,5905
50799,3207
50817,5695
50849,3675
50850,4780
50868,6378
50873,3910
50874,1241
50875,3590
50876,11813
50877,3341
50878,5147
50880,3899
50883,2247
50884,3795
50887,1907
50905,2873
50907,5486
50908,3039
50909,3465
50911,4815
50912,2975
50913,2437
50914,2171
50915,4353
50916,2601
50917,2679
50918,3582
50926,4659
50927,5312
50928,1455
50929,1087
50930,1856
50931,2658
50932,6497
50933,1761
50934,5065
50935,6659
50994,1401
50995,3172
50996,2455
50997,4243
51786,5315
51788,1018
51789,4576
51791,2847
51792,2256
51793,1474
51795,2456
51796,6765
51797,2705
51798,1138
51799,2660
51800,1432
51801,3022
51810,8570
51811,2400
51812,2462
51813,5713
51869,10661
51875,1191
51885,6901
51886,11166
51897,3544
51902,5769
51938,4849
51944,3118
51960,10962
52004,911
52009,3593
52013,3979
52014,4614
52020,5523
52023,10610
52024,1754
52028,7722
52033,1646
52036,11870
52040,4317
52055,6124
52064,2001
52065,8539
52076,2861
52118,4295
52120,2679
52123,3957
52132,3481
52150,4156
52163,2801
52174,1482
52184,3433
52187,7894
52202,5218
52206,2741
52231,4576
52245,2961
52250,3617
52276,4560
52285,2761
52323,4587
52331,2299
52335,7526
52348,10332
52357,8690
52372,4354
52377,1501
52389,4758
52392,3684
52397,9336
52398,9624
52428,3439
52430,1362
52432,2163
52440,5547
52443,1053
52463,15326
52466,1974
52468,5265
52469,718
52477,5436
52480,8892
52502,2849
52504,5430
52513,3413
52521,6470
52530,1004
52535,2055
52538,1500
52551,2032
52552,6809
52563,8779
52570,1939
52575,1846
52585,1471
52588,2519
52589,7088
52592,3264
52609,11541
52614,3491
52615,4373
52626,1864
52633,1286
52635,8923
52637,965
52639,3167
52653,1603
52662,2644
52665,3180
52666,2387
52668,1128
52670,5212
52679,9162
52683,5741
52685,5048
52686,2619
52690,4048
52696,4029
52700,1446
52705,6284
52708,7400
52710,5135
52712,2413
52713,1078
52715,2848
52717,1329
52793,851
52808,3053
52815,6104
52822,7070
52829,1699
52830,1907
52837,7254
52838,3063
52840,4745
52846,3593
52850,7022
52855,3669
52856,2657
52857,2895
52858,2108
52864,8899
52874,7100
52882,5828
52892,7014
52897,6364
52898,961
52906,5549
52915,4310
53310,6223
53311,1945
53312,4464
53313,4679
53314,904
53315,2394
53317,1885
53318,3566
53319,2284
53320,3047
53321,5360
53322,1818
